epoch,accuracy,loss,val_accuracy,val_loss
0,0.5,0.6846981644630432,0.44999998807907104,0.6867855787277222
1,0.5375000238418579,0.6822507977485657,0.5,0.6835836172103882
2,0.574999988079071,0.6796277165412903,0.550000011920929,0.6807195544242859
3,0.625,0.677267849445343,0.550000011920929,0.677845299243927
4,0.675000011920929,0.6749811172485352,0.550000011920929,0.6747835874557495
5,0.699999988079071,0.6724621653556824,0.6499999761581421,0.6718835830688477
6,0.7250000238418579,0.6701014637947083,0.800000011920929,0.6689138412475586
7,0.7250000238418579,0.6675922274589539,0.800000011920929,0.6658398509025574
8,0.7875000238418579,0.6648612022399902,0.800000011920929,0.6627601385116577
9,0.800000011920929,0.6620863676071167,0.8500000238418579,0.6596248149871826
10,0.824999988079071,0.6593189239501953,0.8500000238418579,0.6564710736274719
11,0.862500011920929,0.6566110849380493,0.8500000238418579,0.6534131765365601
12,0.862500011920929,0.6540818214416504,0.8999999761581421,0.6507024765014648
13,0.862500011920929,0.6519466638565063,0.8999999761581421,0.6482099294662476
14,0.862500011920929,0.6497452855110168,0.8999999761581421,0.6459484100341797
15,0.925000011920929,0.6477800607681274,0.949999988079071,0.6438192129135132
16,0.925000011920929,0.6459145545959473,1.0,0.6417425274848938
17,0.925000011920929,0.6441019773483276,1.0,0.6396998167037964
18,0.925000011920929,0.6423881649971008,1.0,0.6376640200614929
19,0.9125000238418579,0.6407135725021362,1.0,0.6357066035270691
20,0.8999999761581421,0.6390731334686279,0.949999988079071,0.633773684501648
21,0.8999999761581421,0.6374022364616394,0.949999988079071,0.6319694519042969
22,0.8999999761581421,0.6359354853630066,0.949999988079071,0.6301525831222534
23,0.8999999761581421,0.6343954205513,0.949999988079071,0.6283561587333679
24,0.887499988079071,0.632916271686554,0.949999988079071,0.6266530752182007
25,0.887499988079071,0.6313179731369019,0.949999988079071,0.6250696182250977
26,0.887499988079071,0.6299102306365967,0.949999988079071,0.6234269142150879
27,0.887499988079071,0.6283943057060242,0.949999988079071,0.6219116449356079
28,0.887499988079071,0.6269688010215759,0.949999988079071,0.6203745603561401
29,0.887499988079071,0.625489354133606,0.949999988079071,0.6188539266586304
30,0.887499988079071,0.6240634322166443,0.949999988079071,0.6172946095466614
31,0.887499988079071,0.6226123571395874,0.949999988079071,0.6157370209693909
32,0.887499988079071,0.621146559715271,0.949999988079071,0.61421138048172
33,0.887499988079071,0.6197093725204468,0.949999988079071,0.612692654132843
34,0.887499988079071,0.6183432340621948,0.949999988079071,0.6111093759536743
35,0.887499988079071,0.6168452501296997,0.949999988079071,0.6095677614212036
36,0.8999999761581421,0.6154050230979919,0.949999988079071,0.6080713272094727
37,0.8999999761581421,0.6139442920684814,0.949999988079071,0.6065922975540161
38,0.8999999761581421,0.6125958561897278,0.949999988079071,0.6050232648849487
39,0.8999999761581421,0.6110897660255432,0.949999988079071,0.6035014390945435
40,0.8999999761581421,0.6096484065055847,0.949999988079071,0.6019743084907532
41,0.8999999761581421,0.6081997752189636,0.949999988079071,0.6004466414451599
42,0.8999999761581421,0.606763482093811,0.949999988079071,0.598876953125
43,0.8999999761581421,0.6052986979484558,0.949999988079071,0.597379744052887
44,0.8999999761581421,0.6038758158683777,0.949999988079071,0.5957661271095276
45,0.8999999761581421,0.6023635864257812,0.949999988079071,0.5942592024803162
46,0.8999999761581421,0.6009129285812378,0.949999988079071,0.5926545858383179
47,0.8999999761581421,0.5994819402694702,0.949999988079071,0.5910923480987549
48,0.8999999761581421,0.5979158878326416,0.949999988079071,0.5895983576774597
49,0.8999999761581421,0.5964743494987488,0.949999988079071,0.5880716443061829
50,0.9125000238418579,0.595016598701477,0.949999988079071,0.5865142941474915
51,0.9125000238418579,0.5934816598892212,0.949999988079071,0.584947407245636
52,0.9125000238418579,0.5920270085334778,1.0,0.5833983421325684
53,0.9125000238418579,0.5905930399894714,1.0,0.5817974209785461
54,0.9125000238418579,0.5890452265739441,1.0,0.5802615880966187
55,0.9125000238418579,0.5875895619392395,1.0,0.5786834359169006
56,0.9125000238418579,0.5861409306526184,1.0,0.5770794749259949
57,0.925000011920929,0.5845454335212708,1.0,0.5755748748779297
58,0.925000011920929,0.5830899477005005,1.0,0.5741240382194519
59,0.925000011920929,0.5817994475364685,1.0,0.5724356174468994
60,0.925000011920929,0.5800977945327759,1.0,0.570955753326416
61,0.925000011920929,0.5786603093147278,1.0,0.5693379044532776
62,0.9375,0.57712721824646,1.0,0.5677682161331177
63,0.949999988079071,0.5755909085273743,1.0,0.5662469267845154
64,0.9624999761581421,0.5740787386894226,1.0,0.5646132230758667
65,0.9624999761581421,0.5725359916687012,1.0,0.5630850791931152
66,0.9624999761581421,0.5710607767105103,1.0,0.561501145362854
67,0.9624999761581421,0.569507896900177,1.0,0.5599184036254883
68,0.9624999761581421,0.567973792552948,1.0,0.5582982301712036
69,0.9624999761581421,0.5664873719215393,1.0,0.5566009879112244
70,0.9624999761581421,0.5649430155754089,1.0,0.5550104379653931
71,0.9624999761581421,0.5633882284164429,1.0,0.553462564945221
72,0.9624999761581421,0.561799168586731,1.0,0.5518743991851807
73,0.9624999761581421,0.560335099697113,1.0,0.5502337217330933
74,0.9624999761581421,0.5587464570999146,1.0,0.5486624836921692
75,0.9624999761581421,0.5572440028190613,1.0,0.5470756888389587
76,0.9624999761581421,0.5557222962379456,1.0,0.5454989075660706
77,0.9624999761581421,0.5541406869888306,1.0,0.5439430475234985
78,0.9624999761581421,0.5526241660118103,1.0,0.5422175526618958
79,0.9624999761581421,0.5511693954467773,1.0,0.5405334234237671
80,0.9624999761581421,0.5495280623435974,1.0,0.5389795899391174
81,0.9624999761581421,0.5480921864509583,1.0,0.537412166595459
82,0.9624999761581421,0.5466198325157166,1.0,0.5357107520103455
83,0.9624999761581421,0.5449422597885132,1.0,0.5342183113098145
84,0.9624999761581421,0.5433878898620605,1.0,0.5325506925582886
85,0.9624999761581421,0.5418287515640259,1.0,0.5309053659439087
86,0.9624999761581421,0.5403226017951965,1.0,0.5292810201644897
87,0.9624999761581421,0.5388111472129822,1.0,0.5276916027069092
88,0.9624999761581421,0.5372723340988159,1.0,0.5260962247848511
89,0.9624999761581421,0.5357205271720886,1.0,0.5245062708854675
90,0.9624999761581421,0.5342839360237122,1.0,0.5228346586227417
91,0.9624999761581421,0.5327240824699402,1.0,0.5212132334709167
92,0.9624999761581421,0.5312308073043823,1.0,0.5196026563644409
93,0.9624999761581421,0.5296468138694763,1.0,0.5180690884590149
94,0.9624999761581421,0.5282427072525024,1.0,0.5165010690689087
95,0.9624999761581421,0.526690661907196,1.0,0.5148338079452515
96,0.9624999761581421,0.5251452326774597,1.0,0.5132351517677307
97,0.9624999761581421,0.5237694978713989,1.0,0.5116667747497559
98,0.9624999761581421,0.5221936106681824,1.0,0.510136604309082
99,0.987500011920929,0.5206827521324158,1.0,0.5085197687149048
